gene_ID	length
CIAO2B	683
CIAPIN1	2154
CIART	1552
CIB1	1040.25
CIB2	1416.33333333333
CIB3	1222
CIB4	1234.5
CIC	7928.375
CIDEA	980
CIDEB	1410
CIDEC	1122.66666666667
CIITA	5894.66666666667
CILK1	6019
CILP	6027
CILP2	4405
CINP	940
CIP2A	5164.5
CIPC	4700.5
CIR1	1913
CISD1	4617.25
CISD2	1670
CISD3	1603
CISH	3055.25
CIT	8697.3
CITED1	1228
CITED2	1946
CITED4	1310
CIZ1	2950.21428571429
CKAP2	2236
CKAP2L	3696
CKAP4	3222
CKAP5	6448.83333333333
CKB	1916
CKM	1665
CKMT1B	1476.83333333333
CKMT2	4020.5
CKS1B	811
CKS2	618
CLASP1	8094.55
CLASP2	6184.64285714286
CLASRP	2299.33333333333
CLBA1	2359.8
CLCC1	4079.09090909091
CLCF1	1883.5
CLCN1	3198
CLCN2	4420
CLCN3	6102.25
CLCN4	7097
CLCN5	3835.33333333333
CLCN6	5757.6
CLCN7	4159
CLDN1	3843
CLDN10	1313
CLDN11	2177
CLDN12	3139.6
CLDN14	1989
CLDN15	2801
CLDN16	2452
CLDN17	4324
CLDN18	3361
CLDN19	1344
CLDN2	3175
CLDN20	1281
CLDN23	2201
CLDN24	678
CLDN25	2284
CLDN3	1584
CLDN34	1513
CLDN4	3880
CLDN5	2355
CLDN6	1825
CLDN7	1251.5
CLDN8	2662
CLDN9	2877
CLDND1	2264.75
CLDND2	929
CLEC10A	1938.5
CLEC11A	1480
CLEC12A	1486.125
CLEC12B	1321
CLEC14A	2419
CLEC16A	4432.72727272727
CLEC17A	2375
CLEC19A	4369
CLEC1A	2458.66666666667
CLEC1B	2570.75
CLEC20A	3019
CLEC2A	986
CLEC2B	2018
CLEC2D	657.833333333333
CLEC2L	1383
CLEC3A	1257.5
CLEC3B	924
CLEC4A	1492
CLEC4C	1197.5
CLEC4D	2181.5
CLEC4E	1211
CLEC4F	2855
CLEC4G	1752
CLEC5A	3328.55555555556
CLEC6A	2043
CLEC7A	1829.625
CLEC9A	1474.66666666667
CLECL1	2243
CLGN	2458.5
CLHC1	5535.6
CLIC1	1208
CLIC2	4959.5
CLIC3	1005
CLIC4	4625
CLIC5	3985
CLIC6	7308
CLINT1	5961.6
CLIP1	7274.86666666667
CLIP2	4658.83333333333
CLIP3	3355
CLIP4	4242.33333333333
CLK1	1776
CLK2	2102.57142857143
CLK3	2882.66666666667
CLK4	2040.16666666667
CLMN	3583.83333333333
CLMP	4934
CLN3	2328.16666666667
CLN5	2714.16666666667
CLN6	4805
CLN8	2223
CLNK	5172.25
CLNS1A	1479.5
CLOCK	4613.375
CLP1	2045
CLPB	2292.5
CLPP	1144
CLPS	577
CLPSL1	1061
CLPSL2	802.5
CLPTM1	2882.5
CLPTM1L	2238.25
CLPX	2493.5
CLRN1	1282
CLRN2	2918
CLRN3	3110
CLSPN	4487
CLSTN1	5078.16666666667
CLSTN2	7936
CLSTN3	4835
CLTA	1175
CLTB	1245
CLTC	6207
CLTCL1	5448.8
CLTRN	1568
CLUAP1	1915
CLUH	4788.4
CLUL1	3093
CLVS1	3766.5
CLVS2	12081
CLYBL	1482.42857142857
CMAS	1781
CMBL	1191
CMC1	2541.2
CMC2	641.333333333333
CMC4	783
CMIP	4649
CMKLR1	6276.25
CMPK1	2931
CMPK2	3308
CMSS1	1211
CMTM1	1159
CMTM2	1060
CMTM3	1790
CMTM4	8092
CMTM5	1178.83333333333
CMTM6	3668
CMTM7	1475
CMTM8	1161
CMTR1	3315.28571428571
CMTR2	3279.85714285714
CMYA5	12649
CNBD1	1488.33333333333
CNBD2	2282.4
CNBP	1707.6
CNDP1	2108.5
CNDP2	2598
CNEP1R1	2106
CNFN	546
CNGA1	2506
CNGA2	8733
CNGA3	3668.66666666667
CNGA4	5328.2
CNGB1	3043.5
CNGB3	5072
CNIH1	4812
CNIH2	1362
CNIH3	2521
CNIH4	739.5
CNKSR1	2888
CNKSR2	7905
CNKSR3	2201.5
CNMD	1526.5
CNN1	1721
CNN2	2158
CNN3	1893
CNNM1	4748.2
CNNM2	2621.57142857143
CNNM3	4168.5
CNNM4	4056.66666666667
CNOT1	5663.875
CNOT10	2787.375
CNOT11	2495
CNOT2	2538.14285714286
CNOT3	2167
CNOT4	4358
CNOT6	5061.625
CNOT6L	8953
CNOT7	2725.5
CNOT8	2442.9
CNOT9	2858.75
CNP	2757.33333333333
CNPPD1	1993.6
CNPY1	1951
CNPY2	1204
CNPY3	2264.75
CNPY4	1503
CNR1	5829.25
CNR2	2646.8
CNRIP1	1761.25
CNTD1	2004.25
CNTD2	2630
CNTF	5814
CNTFR	1982.66666666667
CNTLN	5655.5
CNTN1	4877.6
CNTN2	7649
CNTN3	5354.75
CNTN4	10966
CNTN5	6542
CNTN6	4392.28571428571
CNTNAP1	5215.75
CNTNAP2	6003
CNTNAP3C	1879
CNTNAP4	4390
CNTNAP5	12318
CNTRL	7113.04
CNTROB	3462.5
COASY	2178.66666666667
COBL	5532
COBLL1	5238.14285714286
COCH	2525
COG1	3063
COG2	2986.5
COG3	3477.5
COG4	2910.5
COG5	3368
COG6	2900.75
COG7	2948.5
COG8	2551
COIL	2608
COL10A1	3471
COL11A1	7358
COL11A2	6270.3
COL12A1	9730.16666666667
COL13A1	3017.46666666667
COL14A1	6606.5
COL15A1	4829
COL16A1	4935.42857142857
COL17A1	7435
COL18A1	6370
COL19A1	9413.25
COL1A1	5643
COL1A2	5359
COL20A1	4802
COL21A1	5249.6
COL22A1	6298
COL23A1	2620.66666666667
COL24A1	5901.28571428571
COL25A1	6923.65517241379
COL26A1	3583
COL27A1	5502.66666666667
COL28A1	8070.5
COL2A1	5080.5
COL3A1	5504
COL4A1	5007
COL4A2	6225
COL4A3	5700.83333333333
COL4A4	9980
COL4A5	6057.5
COL4A6	6151
COL5A1	8214
COL5A2	6480
COL5A3	6250
COL6A1	4201
COL6A2	3297
COL6A3	9213.25
COL6A5	9093.66666666667
COL6A6	8441.33333333333
COL7A1	9139
COL8A1	5700.25
COL8A2	4859.5
COL9A1	3340.5
COL9A2	4971.5
COL9A3	3009
COLCA1	3153
COLCA2	1381.66666666667
COLEC10	2981.33333333333
COLEC11	1966
COLEC12	3129
COLGALT1	3695
COLGALT2	2494
COLQ	2912.11111111111
COMMD1	652.75
COMMD10	2842.5
COMMD2	3783
COMMD3	970
COMMD4	922
COMMD5	1451.6
COMMD6	516
COMMD7	1489.22222222222
COMMD8	1511.66666666667
COMMD9	1296
COMP	2396
COMT	2691.375
COMTD1	1010
COP1	4577.31578947368
COPA	4674.5
COPB1	3282.2
COPB2	3154
COPE	1207
COPG1	3092
COPG2	2783
COPRS	905.666666666667
COPS3	1689.5
COPS4	2282
COPS5	1350.16666666667
COPS6	1150
COPS7A	2244.75
COPS7B	2898.4
COPS8	2074
COPS9	479
COPZ1	981
COPZ2	953.333333333333
COQ10A	1539.5
COQ10B	1369
COQ2	1727
COQ3	1343.5
COQ4	1116.66666666667
COQ5	1442.5
COQ6	1715.14285714286
COQ7	948
COQ8A	2935.25
COQ8B	2387.16666666667
COQ9	1930.5
COR51P3	941
COR52P3	965
CORIN	8327
CORO1A	1607.16666666667
CORO1B	2085.66666666667
CORO1C	3946
CORO2A	1904.75
CORO2B	7135
CORO6	2232.33333333333
CORT	552
COX5A	628
COX8A	423
CP	3954.4
CPA1	3122
CPA2	2662
CPA3	1970.5
CPA4	2599
CPA5	2331.2
CPA6	2692
CPAMD8	6802
CPB1	2030
CPB2	1841
CPD	8047
CPE	2613
CPEB1	2424.4
CPEB2	5654
CPEB3	8219.33333333333
CPEB4	7785.5
CPED1	5532.85714285714
CPLANE1	10804.375
CPLANE2	2086
CPLX1	2162
CPLX2	1285
CPLX3	1544.25
CPLX4	3395
CPM	3404
CPN1	2185
CPNE1	3408.58823529412
CPNE2	2279
CPNE3	2721.25
CPNE4	3668.5
CPNE5	3851.5
CPNE6	2684
CPNE7	1652
CPNE8	3104.14285714286
CPNE9	2577.25
CPO	2409
CPOX	3251
CPPED1	1883.5
CPQ	2251
CPS1	5796
CPSF1	4636
CPSF2	3694
CPSF3	2407.8
CPSF4	2215.75
CPSF4L	4146.66666666667
CPSF6	6012.5
CPSF7	3609
CPT1A	3336.6
CPT1B	3064.66666666667
CPT1C	2868.5
CPT2	3099
CPTP	2060
CPVL	1909.4
CPXCR1	1774.66666666667
CPXM1	2361
CPXM2	3132
CPZ	2231
CR1L	1776
CR2	4073
CRABP1	770
CRABP2	1057
CRACD	6172.71428571429
CRACR2A	5003.66666666667
CRACR2B	2190.25
CRADD	1754.80952380952
CRAMP1	5883.8
CRAT	2809.25
CRB1	5889.66666666667
CRB2	5654
CRB3	1155
CRBN	2540.33333333333
CRCP	2799
CRCT1	1636
CREB1	6489.8
CREB3	1820
CREB3L1	2709
CREB3L2	8674
CREB3L3	1711.33333333333
CREB3L4	2072.83333333333
CREB5	6823.83333333333
CREBBP	10169.8571428571
CREBL2	3835
CREBRF	6752
CREBZF	6504.33333333333
CREG1	2015
CREG2	987
CRELD1	1884.33333333333
CREM	1889.87234042553
CRH	1546
CRHBP	1973
CRHR1	2979.4
CRHR2	4117.33333333333
CRIM1	5772.25
CRIP1	1262
CRIP2	1359.25
CRIP3	845
CRIPT	1245
CRISP1	12530
CRISP2	1398.33333333333
CRISP3	2200.66666666667
CRISPLD1	3652.5
CRISPLD2	4612.5
CRK	3840
CRKL	5326
CRLF1	1903.5
CRLF2	1366
CRLF3	2949
CRLS1	1714.14285714286
CRMP1	3091
CRNKL1	2618.33333333333
CRNN	5613
CROCC2	7301
CROT	3317
CRP	2109
CRPPA	908
CRTAC1	2583.5
CRTAM	2752.75
CRTAP	3909
CRTC1	7087
CRTC2	2613.375
CRTC3	5167.83333333333
CRX	1665
CRY1	3023
CRY2	4204
CRYAB	896
CRYBA1	1031
CRYBA2	2119.25
CRYBA4	1381.25
CRYBB1	1551.5
CRYBB3	3344
CRYBG1	7970
CRYBG2	6872.55555555556
CRYBG3	10000
CRYGD	675
CRYGN	1373.25
CRYGS	911
CRYL1	1629.5
CRYM	2102
CRYZ	2867.5
CRYZL1	1266.75
CS	3285.5
CSAD	2494.77777777778
CSDC2	2430
CSDE1	3991.42857142857
CSE1L	3200
CSF1	4356.8
CSF1R	4043
CSF2	631
CSF2RB	4265.5
CSF3	1539.5
CSF3R	3096.46153846154
CSGALNACT1	4193.5
CSGALNACT2	2067.28571428571
CSH1	1000
CSK	2402.33333333333
CSKMT	996
CSMD1	13833.8
CSMD2	12494.7142857143
CSMD3	12272.3333333333
CSN2	4006
CSN3	3211
CSNK1A1	4212.5
CSNK1A1L	2342
CSNK1D	3829.33333333333
CSNK1G1	2310.21428571429
CSNK1G2	2458
CSNK1G3	4903.04
CSNK2A1	2226.2
CSNK2A2	1539.66666666667
CSNKA2IP	2752.5
CSPG4	4641
CSPP1	4341.63636363636
CSRNP1	3295.5
CSRNP2	5145.63636363636
CSRNP3	12572.6666666667
CSRP1	1831
CSRP2	905
CSRP3	1011.66666666667
CST6	1217
CST7	804.5
CST9	7331
CST9L	955
CSTA	687
CSTB	720
CSTF1	2126
CSTF2	2253
CSTF2T	3964
CSTF3	2830
CT55	2555.5
CT83	567
CTAG2	667
CTAGE1	3340
CTBP1	3382
CTBP2	3566.16666666667
CTBS	3048
CTC1	6086
CTCF	4405.5
CTCFL	3335.8
CTDNEP1	1973.5
CTDP1	3698.53846153846
CTDSP1	3283.5
CTDSP2	5006
CTDSPL	6957
CTDSPL2	4953.5
CTF1	1707
CTH	2399
CTHRC1	1247
CTIF	6019.71428571429
CTLA4	2085
CTNNA1	3268.28571428571
CTNNA2	3623.66666666667
CTNNA3	9605.22222222222
CTNNAL1	2542
CTNNB1	3454.25
CTNNBIP1	3109
CTNNBL1	1790.5
CTNND1	5054.69565217391
CTNND2	5052.2
CTNS	2648.66666666667
CTPS1	3062.75
CTPS2	3430
CTR9	4929
CTRB2	1119.5
CTRL	1282
CTSA	2487
CTSB	3042.85714285714
CTSC	4012.25
CTSD	1230
CTSE	4781.5
CTSF	2046
CTSH	1463.66666666667
CTSK	2772
CTSL	2222
CTSO	2928
CTSS	4001.33333333333
CTSV	2561.66666666667
CTSW	1329.5
CTSZ	1665
CTTN	3309.85714285714
CTTNBP2	6258
CTTNBP2NL	6198
CTU1	2568
CTU2	1729.25
CTXN1	1742.5
CTXN2	955.166666666667
CTXN3	4084
CTXND1	6880
CUBN	12528
CUEDC1	2699.625
CUEDC2	1159.4
CUL1	3379.71428571429
CUL2	4297.16666666667
CUL3	5876
CUL4A	3981.2
CUL4B	4965.5
CUL5	6440
CUL7	5597.625
CUL9	7359
CUNH15orf65	770
CUTA	730.6
CUTC	1149.66666666667
CUX1	9219.5
CUX2	7465.6
CUZD1	2140.33333333333
CWC15	843
CWC22	4954
CWC25	2101
CWC27	2776.66666666667
CWF19L1	1745.375
CWF19L2	5448.16666666667
CWH43	2453
CX3CL1	3036
CX3CR1	3979
CXADR	3601.5
CXCL1	1213
CXCL10	1215
CXCL11	1787
CXCL13	1185
CXCL14	2139
CXCL16	1647
CXCL17	1058.5
CXCL5	1516
CXCL8	302
CXCL9	2955
CXCR1	2962.2
CXCR2	1922.66666666667
CXCR3	1740
CXCR4	1057
CXCR5	3267
CXCR6	2044
CXHXorf21	2138.66666666667
CXHXorf38	2396.16666666667
CXHXorf56	952
CXHXorf58	1779
CXHXorf65	915
CXHXorf66	1291
CXXC1	3007
CXXC4	5520
CXXC5	2388.66666666667
CYFIP1	4234.5
CYFIP2	5795.5
CYGB	2997.8
CYHR1	2190
CYLC1	2159.5
CYLC2	1989.66666666667
CYLD	8221.75
CYP2C8	1925
CYREN	2114
CYS1	2723
CYSLTR1	4327
CYSLTR2	5463
CYSRT1	808
CYSTM1	4365.63636363636
CYTH1	4862.33333333333
CYTH2	2712
CYTH3	3079
CYTH4	3074
CYTIP	2166
CYTL1	1245
CYYR1	2536.5
CZIB	1935.33333333333
D2HGDH	2553.53333333333
DAAM1	5949
DAAM2	7000.33333333333
DAB1	6737.5
DAB2	4470.66666666667
DAB2IP	6998.76923076923
DACH1	5526
DACH2	2454
DACT1	3883
DACT2	3098
DACT3	2872
DAD1	716
DAG1	3518.375
DAGLA	6844.25
DAGLB	2660.5
DALRD3	2148.71428571429
DAND5	1291
DAO	1669.75
DAOA	1980
DAP	1915.66666666667
DAP3	1617.25
DAPK1	5641.42857142857
DAPK2	3857.5
DAPK3	2220
DAPL1	605.5
DAPP1	2407.33333333333
DARS1	2206.33333333333
DARS2	2664.5
DAW1	1911.66666666667
DAXX	2496.5
DAZAP2	1943.5
DAZL	2994
DBF4	2338.25
DBF4B	3330
DBI	738.333333333333
DBN1	3289.2
DBNDD1	2175.5
DBNDD2	1267.85714285714
DBNL	2276.75
DBP	2145
DBR1	2529.33333333333
DBT	3773.28571428571
DBX1	1609
DBX2	2146
DCAF1	5702.18181818182
DCAF10	2698.8
DCAF11	2124.41176470588
DCAF12	3479
DCAF12L2	2767
DCAF13	1677
DCAF15	2281
DCAF16	2225.75
DCAF17	2714.75
DCAF4	2785
DCAF4L1	4997
DCAF4L2	3703
DCAF5	5327.33333333333
DCAF6	3292.69230769231
DCAF7	3887.5
DCAF8	4100.57142857143
DCAF8L1	4730
DCAF8L2	3725
DCAKD	2011
DCANP1	7416
DCBLD1	2691
DCBLD2	6064.5
DCC	10806
DCD	1144
DCDC1	7275
DCDC2	2783.8
DCDC2B	1353
DCDC2C	1795.44444444444
DCHS1	10447
DCHS2	8462
DCK	2722
DCLK1	7505.33333333333
DCLK2	3194.5
DCLK3	2828
DCLRE1A	4306.66666666667
DCLRE1B	3439
DCLRE1C	3399.55555555556
DCN	2061
DCP1A	5996
DCP1B	2333.375
DCP2	8894
DCPS	2041
DCST1	2331
DCST2	2801.875
DCSTAMP	4579
DCT	5688.33333333333
DCTD	2050.25
DCTN1	4405
DCTN2	1860
DCTN3	890
DCTN4	3437.25
DCTN5	3154.5
DCTN6	1490
DCTPP1	1138
DCUN1D1	4821.25
DCUN1D2	2714.33333333333
DCUN1D3	6113.4
DCUN1D4	4785.53846153846
DCUN1D5	1313.25
DCX	8227.875
DCXR	999
DDA1	1148
DDAH1	3987
DDB1	4255
DDB2	1607
DDC	2021
DDHD1	5729.14285714286
DDHD2	3640.8
DDI1	2171
DDI2	8076.75
DDIAS	3446
DDIT3	913
DDIT4	1773
DDIT4L	2587.5
DDN	3834
DDO	2134
DDOST	1752
DDR1	3922.66666666667
DDR2	10065.2857142857
DDRGK1	1144
DDX1	2841
DDX10	5135.66666666667
DDX11	3183.18181818182
DDX17	2885
DDX18	1935
DDX19A	3028
DDX20	3245
DDX21	5530.33333333333
DDX23	3252
DDX24	3323.5
DDX25	1746.5
DDX27	2655
DDX28	2045
DDX31	5696
DDX39A	1705.6
DDX3X	4350.22222222222
DDX3Y	4702
DDX4	3054
DDX41	3115
DDX42	3665.33333333333
DDX43	2383.5
DDX46	4774
DDX47	1842.66666666667
DDX49	1786
DDX5	2461
DDX50	2459
DDX51	2353
DDX52	2418.25
DDX53	2116
DDX54	4365.5
DDX55	2597.66666666667
DDX56	1856
DDX58	4551.25
DDX59	2148.14285714286
DDX6	5360.5
DDX60	7059.44444444444
DDX60L	6069.32
DEAF1	2496
DECR1	1208
DECR2	1305.66666666667
DEDD	2725.28571428571
DEDD2	2826
DEF6	2198.5
DEF8	3724.875
DEFA1	292
DEFA1_1	173
DEFB1	417
DEFB108B	754
DEFB112	5087
DEFB113	7173
DEFB114	10193
DEFB115	1034
DEFB116	3904
DEFB118	1837
DEFB121	3227
DEFB123	779
DEFB124	2415
DEFB125	1735
DEFB126	3027.5
DEFB127	521
DEFB128	654
DEFB129	1389
DEFB132	3722
DEFB134	1041
DEFB135	229
DEFB136	1778
DEGS1	2089
DEGS2	3591
DEK	2926
DELE1	2394.4
DELEC1	998
DENND10	2434.7
DENND11	5229
DENND1A	4094.84615384615
DENND1B	7771.72727272727
DENND1C	2995.5
DENND2A	5422.58333333333
DENND2B	5345.875
DENND2C	4819.2
DENND2D	2055.66666666667
DENND3	4886.66666666667
DENND4A	6533
DENND4B	5764.33333333333
DENND5A	4596
DENND5B	6827.8
DENND6A	3304.33333333333
DENND6B	3927.33333333333
DENR	2585
DEPDC1	4439.4
DEPDC1B	2515
DEPDC4	1811
DEPDC5	4725.25
DEPDC7	1739
DEPP1	1196
DEPTOR	2226.5
DERA	4789.66666666667
DERL1	3441
DERL2	1103.25
DERL3	971.666666666667
DERPC	2055.5
DES	1404
DESI1	1941.66666666667
DESI2	4261.5
DET1	2190
DEUP1	2680.33333333333
DEXI	1557
DFFA	2502.33333333333
DFFB	1632
DGAT1	3680
DGAT2	1854
DGAT2L6	3482
DGCR2	3416.9
DGCR6	1197
DGCR8	5331
DGKA	3314.83333333333
DGKB	4439.25
DGKD	7863.42105263158
DGKE	3691.5
DGKG	4331.46153846154
DGKH	4774.58333333333
DGKI	6905.16666666667
DGKK	7735
DGKQ	4651
DGKZ	5131.58823529412
DGLUCY	2806.14285714286
DGUOK	1104.25
DHCR24	4658
DHCR7	2652
DHDDS	3305.88888888889
DHFR	928
DHFR2	3702
DHH	2978
DHODH	1715
DHPS	1254
DHRS1	1424.5
DHRS11	1591
DHRS12	965
DHRS13	1859.5
DHRS2	5669.55555555556
DHRS3	2070
DHRS7	1570.5
DHRS7B	2251
DHRS7C	1138
DHRS9	2790.16666666667
DHTKD1	4267
DHX15	2984
DHX16	3474
DHX29	4294.33333333333
DHX30	3940.75
DHX32	2940.66666666667
DHX33	3797
DHX34	3922.25
DHX35	2774.84615384615
DHX36	3088.5
DHX37	4468.5
DHX38	4423.33333333333
DHX40	3469.33333333333
DHX57	4759.83333333333
DHX58	2359.42857142857
DHX8	5015.66666666667
DHX9	4165.33333333333
DIABLO	1437.33333333333
DIAPH1	4300.71428571429
DIAPH2	5413.375
DIAPH3	4735
DICER1	9931.85714285714
DIDO1	8128.5
DIMT1	1633.5
DIO1	1877
DIO2	3874.75
DIO3	2075
DIP2A	4989.71428571429
DIP2B	7848.4
DIP2C	10126
DIPK1A	2719
DIPK1B	1641
DIPK1C	2061
DIPK2A	4848.5
DIPK2B	4278
DIRAS1	4005
DIRAS2	4249.27272727273
DIRAS3	2876
DIS3	3802.4
DIS3L	3511.6
DIS3L2	3595
DISC1	5532.8
DISP1	5279.9
DISP2	5020
DISP3	5369
DIXDC1	4518
DKC1	1853
DKK1	3724
DKK2	3677
DKK3	2644
DKK4	892
DKKL1	1183
DLAT	4100.33333333333
DLC1	7862
DLD	2415
DLEC1	5701
DLG1	5165.74358974359
DLG2	8781.04166666667
DLG3	6010
DLG4	3756.22222222222
DLG5	7678
DLGAP1	6994.5
DLGAP2	8641
DLGAP3	4986.83333333333
DLGAP4	3856.6875
DLGAP5	2767
DLK1	1587
DLK2	1619.33333333333
DLL1	3799
DLL3	1955
DLL4	3424
DLST	3299
DLX1	2177.5
DLX2	2430
DLX3	2586
DLX4	5019
DLX5	4757
DLX6	1982
DMAC1	2680
DMAC2	1639.125
DMAC2L	2086
DMAP1	1590.5
DMBT1	10694
DMBX1	5597
DMC1	1900.33333333333
DMD	6368.2
DMGDH	4331.33333333333
DMKN	1448.57142857143
DMP1	2718
DMPK	3658.55555555556
DMRT1	2246.5
DMRT2	2933
DMRT3	2560
DMRTA1	5572
DMRTA2	2502
DMRTB1	2869
DMRTC1B	1933
DMRTC2	1567.4
DMTF1	4610.42857142857
DMTN	2546
DMWD	2483.66666666667
DMXL1	11183.1818181818
DMXL2	10563
DNA2	5007.14285714286
DNAAF1	3185
DNAAF2	3135.5
DNAAF3	2182
DNAAF4	1749
DNAAF5	3703.5
DNAH1	17687.5
DNAH10	14013.75
DNAH11	17508
DNAH12	8105
DNAH2	13616.4
DNAH3	13225.3333333333
DNAH5	15392
DNAH6	12973.375
DNAH7	12434.6666666667
DNAH8	14293
DNAH9	9205.5
DNAI1	2490.5
DNAI2	1145
DNAJA1	1949.33333333333
DNAJA2	3067
DNAJA3	2693
DNAJA4	3612.5
DNAJB1	2462.5
DNAJB11	1675
DNAJB12	3199.75
DNAJB13	1211.83333333333
DNAJB14	3494.5
DNAJB2	1968.33333333333
DNAJB4	2263.85714285714
DNAJB5	2583.5
DNAJB6	2068
DNAJB7	1249
DNAJB8	1066
DNAJB9	1871
DNAJC1	2875
DNAJC10	4494.5
DNAJC11	3281.5
DNAJC12	1220
DNAJC13	7398.5
DNAJC14	3353
DNAJC15	3712
DNAJC16	5599.5
DNAJC17	949
DNAJC18	3402
DNAJC19	1404.5
DNAJC2	2187.75
DNAJC21	2209.5
DNAJC22	2553
DNAJC24	1343.5
DNAJC25	2226
DNAJC27	4089.5
DNAJC28	1954.33333333333
DNAJC3	6532
DNAJC30	1207
DNAJC4	1175.33333333333
DNAJC5	4959
DNAJC5B	975.666666666667
DNAJC5G	3007.33333333333
DNAJC6	4395.28571428571
DNAJC7	5425.22222222222
DNAJC8	1590.5
DNAJC9	2976
DNAL1	1191
DNAL4	1524
DNALI1	2641
DNASE1	3605.75
DNASE1L1	2075
DNASE1L2	1515.25
DNASE1L3	1390
DNASE2	2267
DNASE2B	1458.5
DND1	1779
DNER	3274
DNHD1	11880.6153846154
DNLZ	884
DNM1	3445.4
DNM1L	4353.55555555556
DNM2	3679.76923076923
DNM3	5476.61538461538
DNMBP	7204
DNMT1	5249
DNMT3A	8811.08333333333
DNMT3B	3298.33333333333
DNMT3L	1212.5
DNPEP	1653.625
DNPH1	1692
DNTT	2139.5
DNTTIP1	1244
DNTTIP2	2571
DOC2A	2337.5
DOC2B	1877
DOCK1	7518.75
DOCK10	7285
DOCK11	6583.2
DOCK2	5454.66666666667
DOCK3	8537.33333333333
DOCK4	8787
DOCK5	9660.1
DOCK6	6486.5
DOCK7	7112
DOCK8	7702
DOCK9	7116.625
DOHH	1915.2
DOK1	2383
DOK2	1770.25
DOK3	3928.875
DOK4	2768
DOK5	2075
DOK6	6180
DOLK	1616
DOLPP1	709
DONSON	2386.5
DOP1A	7607.66666666667
DOP1B	7765
DOT1L	8200.625
DPAGT1	2468
DPCD	793.5
DPEP1	1590
DPEP2NB	1394
DPEP3	2359.92307692308
DPF1	2331.875
DPF2	2523.5
DPF3	3813.8
DPH1	2220
DPH2	2804.25
DPH3	3134.5
DPH5	2087.5
DPH6	2178
DPM1	1069
DPM2	1949
DPM3	464.5
DPP10	5801.33333333333
DPP3	3135
DPP4	3525.25
DPP6	4735.33333333333
DPP8	6772.42857142857
DPP9	4309
DPPA2	1385
DPPA4	2884
DPPA5	670
DPRX	1244
DPT	1745
DPY19L3	4873.85714285714
DPY19L4	4678.5
DPY30	879.454545454545
DPYD	4490.6
DPYS	3296.8
DPYSL2	4676.5
DPYSL3	5309.66666666667
DPYSL4	2651.5
DPYSL5	5094
DR1	3216
DRAM1	3240
DRAM2	1818.26666666667
DRAP1	1009
DRAXIN	3110
DRC1	2431
DRC3	2413.83333333333
DRC7	3063.25
DRD1	4287
DRD2	4503.5
DRD3	6720
DRD4	1992
DRD5	2485
DRG1	690
DRG1_1	408
DRG2	1788.4
DRGX	3996
DRICH1	2196.5
DROSHA	4702.55555555556
DRP2	4456
DSC1	11084.5
DSC2	3388
DSC3	6969
DSCAM	8268
DSCAML1	6869
DSCC1	2330
DSE	3296.4
DSEL	12506
DSG1	7110
DSG2	4746.5
DSG3	6314
DSG4	5487
DSN1	2174.1
DSP	8730.5
DSPP	6333
DST	22323.5151515152
DSTN	2170
DSTYK	7920.33333333333
DTD1	1423
DTD2	2700
DTHD1	12841
DTL	4317.75
DTNA	4409.48648648649
DTNB	2437.4375
DTNBP1	1398.55555555556
DTWD2	2220
DTX1	3789
DTX3	2158.66666666667
DTX3L	5725.5
DTX4	6175.33333333333
DTYMK	1113
DUOX1	6375
DUOX2	6177
DUOXA1	2910
DUOXA2	1542
DUPD1	1676
DUS1L	2315
DUS2	1971.75
DUS3L	2394
DUS4L	1597
DUSP1	2061
DUSP10	2679
DUSP12	1898
DUSP13	1378.44444444444
DUSP14	1995.33333333333
DUSP15	1247
DUSP16	5520
DUSP18	2470
DUSP19	944
DUSP2	1712
DUSP21	882
DUSP22	1402.66666666667
DUSP23	755
DUSP26	1812
DUSP27	4247
DUSP3	4139
DUSP4	5515
DUSP5	2533
DUSP6	2672.5
DUSP7	3270
DUSP8	4424.66666666667
DUSP9	2507
DUT	1174.5
DUXA	1876
DUXB	1061
DVL1	3032
DVL2	3428
DVL3	2791.28571428571
DYDC1	803.5
DYDC2	811
DYM	1895.42857142857
DYNAP	2570
DYNC1H1	14265
DYNC1I1	3241.75
DYNC1I2	3964.83333333333
DYNC1LI1	3334.5
DYNC1LI2	2679.5
DYNC2H1	13218
DYNC2LI1	1658.25
DYNLL1	707.5
DYNLL2	2355
DYNLRB1	708
DYNLRB2	602
DYNLT1	767
DYNLT3	2214
DYRK1A	5866.83333333333
DYRK1B	2878.14285714286
DYRK2	6909
DYRK3	5548.33333333333
DYRK4	2235.65384615385
DYSF	6785.3125
DYTN	2258
DZANK1	3613.77777777778
DZIP1	3786
DZIP1L	3682.54545454545
DZIP3	5439.71428571429
E2F1	2497
E2F2	4084.33333333333
E2F3	4962.66666666667
E2F4	2037.33333333333
E2F5	1894.33333333333
E2F6	2892.28571428571
E2F7	3011.4
E2F8	3275.25
E4F1	2704
EAF1	5017
EAF2	1955.6
EAPP	1489.5
EARS2	3494.66666666667
EBAG9	3527.66666666667
EBF1	4696.66666666667
EBF2	2912
EBF3	4755.66666666667
EBF4	2843
EBI3	1399
EBLN1	1521
EBNA1BP2	1361
EBP	1801
EBPL	1024
ECD	2316
ECE1	2188
ECE2	3252
ECH1	1358.5
ECHDC1	2079.5
